temp,hum,windspeed,cnt,season_1,season_2,season_3,season_4,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_1,weathersit_2,weathersit_3
0.355169596003472,0.8286200514138817,0.28460620119145374,985,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.3792320499775338,0.7157706940874036,0.4662145544376672,801,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.17099980237661438,0.4496380462724936,0.46574039733952516,1349,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.175530436867303,0.6071311053984576,0.28429696830136103,1562,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.20912018218234535,0.4493131105398458,0.33914251368819387,1600,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.18094825830996367,0.5329161953727506,0.13848170361759188,1606,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.1711966781328104,0.5127979434447301,0.3016758567245681,1510,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1319187187226103,0.5509850899742931,0.5038688126879491,959,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.09869032764362398,0.4464442159383033,0.700017296426319,822,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.11426594126672854,0.49657275064267353,0.41411499711485716,1321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.13701630554917993,0.7057727506426734,0.20561987485138783,1263,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.14154694003986862,0.6164987146529564,0.5818429167011117,1162,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.1319187187226103,0.4837192802056555,0.5743656654186714,1406,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.12677253598153657,0.5530344473007712,0.2147236911357155,1421,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.21706499117921854,0.512853470437018,0.27948736608412006,1248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.21498907339553117,0.4974293059125964,0.3423028738249408,1204,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1454171685129376,0.5526992287917738,0.3538145835467899,1000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1962983370478057,0.8860329048843189,0.2564227155884094,683,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2903837656749861,0.7627136246786633,0.3832947857356228,1650,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.252370546090982,0.5535557840616967,0.3577047333041555,1927,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.14749433234571482,0.4700082262210797,0.6820652963801404,1543,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,0.41131105398457585,0.30836353336097183,981,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.04659139533324712,0.44886580976863755,0.46221720394506954,986,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.047674959621779235,0.5056442159383033,0.28024395588854667,1416,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.20478517739876287,0.6344030848329049,0.22141961398252172,1985,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.19733629593964938,0.8868894601542416,0.5596255643242549,506,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.1693001914180612,0.7069408740359897,0.18851929602926412,431,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.1798641956017956,0.815468380462725,0.2080277682889093,1167,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1711966781328104,0.6701686375321337,0.2535159264215384,1098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.19611765992977767,0.7425953727506427,0.10635735406320679,1096,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.15164741396217943,0.6208226221079691,0.33974448704757426,1501,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.16577885669014972,0.8530231362467867,0.06353973116941777,1360,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2502933822582048,0.7973439588688946,0.4987231773968073,1526,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1592782185884108,0.45020668380462725,0.5264386905595114,1550,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.1896157757789489,0.6017655526992288,0.2173851555431129,1708,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.21706499117921854,0.955441645244216,0.28591116398764466,1005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.2824825683962576,0.5844041131105399,0.24616649140033642,1623,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.26483103698946564,0.7592113110539845,0.04744993158737695,1712,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.20148937755611396,0.5531280205655527,0.700017296426319,1530,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0942668533746623,0.5087742930591259,0.34313986418079157,1605,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
